"{""created_at"":""Thu Mar 12 23:40:37 +0000 2020""",id:1238248561415987200,"['make', 'go', 'viral', 'got', 'something', 'i\\u2019m', 'work', 'today', '\\ud83d\\udc4b\\ud83c\\udffd\\ud83d\\udc4b\\ud83c\\udffd']"
"{""created_at"":""Thu Mar 12 23:40:37 +0000 2020""",id:1238248561445388289,"['must', 'act', 'tomas', 'pueyo', 'medium']"
"{""created_at"":""Thu Mar 12 23:40:37 +0000 2020""",id:1238248561516654599,"['omg', 'today', 'last', 'day', 'going', 'online', 'hate', 'much', ""''""]"
"{""created_at"":""Thu Mar 12 23:40:37 +0000 2020""",id:1238248561705451522,"['thanked', 'tulsi', 'today', 'exactly']"
"{""created_at"":""Thu Mar 12 23:40:37 +0000 2020""",id:1238248561642536963,"['coronavirus', '13']"
"{""created_at"":""Thu Mar 12 23:40:37 +0000 2020""",id:1238248561927651331,"['2isn\\u2019t', 'promised']"
"{""created_at"":""Thu Mar 12 23:40:37 +0000 2020""",id:1238248561889984513,"['listening', 'one', 'statistic', 'mentioned', 'enough', 'realize', 'woefully', 'inadequate', 'covi\\u2026', ""''""]"
"{""created_at"":""Thu Mar 12 23:40:37 +0000 2020""",id:1238248562003148802,"['sir', 'simply', 'wasted', 'many', 'man', 'hours', 'amp', 'money', 'today', 'mandram', 'members']"
"{""created_at"":""Thu Mar 12 23:40:37 +0000 2020""",id:1238248561969635329,"['every', 'time', 'opens', 'mouth', 'god', 'chokes', 'praise', 'jesus']"
"{""created_at"":""Thu Mar 12 23:40:37 +0000 2020""",id:1238248562250649600,"['spend', 'hour', 'making', 'tiktok', 'chameleon', 'poll', 'dancing', 'today', 'yes', 'even', 'life', 'anymore', '\\ud83e\\udd37\\ud83c\\udffc\\u200d\\u2640\\ufe0f', 'htt\\u2026', ""''""]"
"{""created_at"":""Thu Mar 12 23:40:37 +0000 2020""",id:1238248561390821376,"['couple', 'days', 'ago']"
"{""created_at"":""Thu Mar 12 23:40:37 +0000 2020""",id:1238248562363904001,"['idiots', 'introduced', 'legislation', 'today', 'would', 'undo', 'trump', ""'s"", 'travel', 'bans', '\\ud83d\\ude44\\n\\nyou', 'read', 'idiots']"
"{""created_at"":""Thu Mar 12 23:40:37 +0000 2020""",id:1238248562439401473,"['corporate', 'socialism', 'best', 'sudden', 'trillion', 'available', 'aid', 'wall', 'street', '\\n\\nho\\u2026', ""''""]"
