0,['hey\\ud83d\\ude0btoday'],['prepared'],['hot'],['\\ud83d\\udd25game'],['private'],['messages\\ud83d\\udc8c\\ud83e\\udd2d\\ud83e\\udd2b\\ud83d\\udc45\\ud83c\\udf46'],"[""'ll""]",['wait'],['you\\ud83d\\udca6\\ud83d\\ude08\\ud83d\\udc8b\\ud83d\\udd1e\\ud83d\\udc4subscribe'],,,,,,,,,,,,,,
398,"[""n't""]",['usually'],['post'],['family'],['yesterday'],['non'],['verbal'],['son'],['autism'],['celebrated'],['29th'],['bihday'],['yrs'],['w\\u2026'],"[""''""]",,,,,,,,
399,['depends'],['risk'],['tolerance'],['plan'],['general'],['wait'],['entry'],['point'],['hope'],['missed'],['today'],"[""'s""]",['downturn'],,,,,,,,,,
400,['cougars'],['vs'],['hanover'],['wildcats'],['today'],"[""'s""]",['high'],['school'],['girls'],['basketball'],['live'],['stream\\nscott'],['city'],['beavers'],['vs'],['hal\\u202'],,,,,,,
401,['breaking'],['public'],['gatherings'],['25people'],['international'],['events'],['cmo'],['also'],['advises'],['that\\u2026'],"[""''""]",,,,,,,,,,,,
402,['thank'],['houston~\\nit'],['great'],['time'],['performing'],['today'],['rodeo'],['\\ncan\\u2019t'],['wait'],['come'],['back'],['yee-haw'],['mor\\u2026'],"[""''""]",,,,,,,,,
403,['also'],['plans'],['go'],['theme'],['parks'],['today'],['tomorrow'],['well'],['weekend'],['plans'],['cancelled\\u202'],,,,,,,,,,,,
404,['decided'],['wear'],['natural'],['hair'],['work'],['first'],['time'],['today'],['walked'],['older'],['yt'],['male'],['coworker'],['says\\u2026'],"[""''""]",,,,,,,,
405,['third'],['time'],['week'],,,,,,,,,,,,,,,,,,,,
406,['good'],['evening'],,,,,,,,,,,,,,,,,,,,,
407,['bipaisan'],['prep'],['act'],['would'],['expand'],['medical'],['professionals\\u201access'],['vitally-needed'],['respirators'],['creat\\u2026'],"[""''""]",,,,,,,,,,,,
408,['omg'],['good'],['morning'],['chanyeol'],['\\ud83d\\ude2d\\ud83d\\ude2d\\ud83d\\ude2d\\u2764\\ufe0f\\u2764\\ufe0f\\u2764\\ufe0f\\ud83e\\udd70\\ud83e\\udd70\\ud83e\\udd70\\ud83e\\udd70\\ud83e\\udd70\\ud83e\\udd7have'],['nice'],['day'],['today'],,,,,,,,,,,,,,,
409,['today'],['hope'],['good'],,,,,,,,,,,,,,,,,,,,
410,['celebrate'],['today'],"[""'s""]",['launch'],['ori'],['wisps'],,,,,,,,,,,,,,,,,
411,"[""n't""]",['usually'],['post'],['family'],['yesterday'],['non'],['verbal'],['son'],['autism'],['celebrated'],['29th'],['bihday'],['yrs'],['w\\u2026'],"[""''""]",,,,,,,,
412,['hope'],['history'],['rhyme'],['chip'],['help'],['get'],['finish'],['line'],['thank'],,,,,,,,,,,,,,
413,['bipaisan'],['prep'],['act'],['would'],['expand'],['medical'],['professionals\\u201access'],['vitally-needed'],['respirators'],['creat\\u2026'],"[""''""]",,,,,,,,,,,,
414,['hello'],['hope'],"[""'re""]",['happy'],['today'],['\\ud83c\\udf3c'],"[""''""]",,,,,,,,,,,,,,,,
415,['year'],['ago'],['launched'],['personally'],['big'],['deal'],,,,,,,,,,,,,,,,,
416,['great'],['deal'],['mummies'],"[""''""]",,,,,,,,,,,,,,,,,,,
417,['days'],['ago'],['bolsonaro'],['said'],['coronavirus'],['fears'],['\\u20today'],['top'],['aide'],['tested'],['positive'],['amp'],['got'],['tested'],['a\\u2026'],"[""''""]",,,,,,,
418,['pre-budget'],['pmqs'],['today'],['boris'],['johnson'],['tried'],['rewrite'],['history'],['distancing'],['pay'],['decade'],['austerity'],['w\\u2026'],"[""''""]",,,,,,,,,
419,['today'],['feels'],['like'],['good'],['day'],['thank'],['everybody'],['went'],['voted'],['flip'],['one'],['4seats'],['everybody'],['called'],,,,,,,,,
420,['one'],['good'],['thing'],['come'],['today'],"[""''""]",,,,,,,,,,,,,,,,,
421,['hope'],['video'],['changkyun'],['sliding'],['cheer'],['today'],,,,,,,,,,,,,,,,,
422,['got'],['ass'],['fucked'],['good'],['today'],['\\ud83e\\udd70\\ud83d\\udca6\\ud83d\\udca6\\ud83d\\udca'],,,,,,,,,,,,,,,,,
423,['decided'],['wear'],['natural'],['hair'],['work'],['first'],['time'],['today'],['walked'],['older'],['yt'],['male'],['coworker'],['says\\u2026'],"[""''""]",,,,,,,,
424,['katie'],['poer'],['represents'],['town'],['grew'],['enormously'],['proud'],['fact'],['\\n\\nif'],,,,,,,,,,,,,,
425,['believe'],['\\ud83d\\ude1c\\ud83e\\udd19\\ud83c\\udffc'],['damn'],['straight'],['yard'],['today'],['tomorrow'],['sa\\u2026'],"[""''""]",,,,,,,,,,,,,,
426,['camera'],['roll'],['flooded'],['selfies'],['\\ud83d\\ude02\\ud83d\\ude02\\ud83d\\ude0i'],['definitely'],['feeling'],['today'],"[""''""]",,,,,,,,,,,,,,
427,['today'],['letter'],['lung'],['ultrasound'],['patterns'],['associated'],['covid1and'],['comparisons'],['chest'],['ct'],['\\n\\n\\u201cea\\u2026'],"[""''""]",,,,,,,,,,,
428,['tomorrow'],['isn\\u2019t'],['promised'],['get'],['cheeks'],['clapped'],['today'],"[""''""]",,,,,,,,,,,,,,,
429,['honestly'],['idea'],['ppl'],['tae'],['online'],['replying'],['missed'],['so\\ud83d\\udc9e\\ud83d\\udc9c\\ud83d\\udc9e\\ud83d\\udc9c\\ud83d\\udc9e\\ud83d\\udc9c'],['get'],['ready'],['sweet'],['night'],['today'],['\\ud83c\\udf0c'],"[""''""]",,,,,,,,
430,['stress'],['\\u201chow'],['pay'],['it\\u201d'],['rhetoric'],['going'],['get'],['us'],['killed'],['today'],['proved'],['bullshi\\u2026'],"[""''""]",,,,,,,,,,
431,['got'],['balloons'],['today'],['13thmarch'],['\\ud83c\\udf82\\ud83d\\ude0d\\nyaa'],['allah'],['thank'],['u\\ud83d\\ude4f'],['givn'],['success'],['amp'],['achievements'],['always'],['happ\\u2026'],"[""''""]",,,,,,,,
432,['move'],['today'],['weimar'],['republic'],['move'],['printing'],['money'],['till'],['people'],['need'],['wheelbarrows'],['carry'],['around'],['devalued'],['cash\\u2026'],"[""''""]",,,,,,,
433,['today'],"[""'s""]",['to-do'],['list\\u2714\\u2714\\n\\n1'],['official'],['account'],['tagging'],['\\nplease'],['write'],['letter'],['xwith'],['sentence'],['\\u2018let'],['us'],['meet'],['as\\u2026'],"[""''""]",,,,,,
434,['days'],['ago'],['bolsonaro'],['said'],['coronavirus'],['fears'],['\\u20today'],['top'],['aide'],['tested'],['positive'],['amp'],['got'],['tested'],['a\\u2026'],"[""''""]",,,,,,,
435,['biden'],['today'],['proposed'],['using'],['military'],['set'],['mobile'],['field'],['hospitals'],,,,,,,,,,,,,,
436,['store'],['sold'],['7'],,,,,,,,,,,,,,,,,,,,
437,"[""'m""]",['done'],['think'],['hope'],['go'],['everything'],['morning'],['see'],['getting'],['video'],['wrappin\\u2026'],"[""''""]",,,,,,,,,,,
438,['must'],['watch'],['great'],['conversation'],['democrats'],['attended'],['trump'],['rally'],['expecting'],['mistrea\\u2026'],"[""''""]",,,,,,,,,,,,
439,['day'],['today'],['bless'],,,,,,,,,,,,,,,,,,,,
440,['next'],['career'],['move'],['thmed'],['idahofalls'],,,,,,,,,,,,,,,,,,
441,['county'],['vs'],['20'],['pocahontas'],['county'],['||'],['today'],"[""'s""]",['west'],['virginia'],['high'],['school'],['girls'],['basketball'],['live'],['stream\\n\\n\\u21ewatc\\u202'],,,,,,,
442,['work'],['tomorrow'],,,,,,,,,,,,,,,,,,,,,
443,['quote'],['thomas'],['sowell'],"[""'s""]",['new'],['book'],['discrimination'],['disparities'],['available'],['today'],['http\\u2026'],"[""''""]",,,,,,,,,,,
444,['personal'],['news'],['share'],['today'],['sophie'],['recently'],['returned'],['speaking'],['event'],['uk'],,,,,,,,,,,,,
445,['best'],['you\\u2019re'],['ready'],['run'],['president'],['let'],['know'],['i\\u2019ll'],['drop'],['i\\u2019m'],['i\\u2019m'],['incredibly'],['p\\u202'],,,,,,,,,,
446,['decided'],['wear'],['natural'],['hair'],['work'],['first'],['time'],['today'],['walked'],['older'],['yt'],['male'],['coworker'],['says\\u2026'],"[""''""]",,,,,,,,
447,['celebrate'],['international'],['women\\u2019s'],['day'],['thanking'],['paved'],['way'],['today'],['proud'],['staff'],,,,,,,,,,,,,
448,['tomorrow'],['isn\\u2019t'],['promised'],['get'],['cheeks'],['clapped'],['today'],"[""''""]",,,,,,,,,,,,,,,
449,['aware'],['recent'],['announcements'],['regarding'],['large'],['gatherings'],['going'],['take'],['time'],['review'],['o\\u202'],,,,,,,,,,,,
450,['vs'],['barlow'],['high'],['school'],['boys'],['basketball'],['live\\ndemocrats'],['vs'],['bruins\\nlive'],['barl\\u202'],,,,,,,,,,,,,
451,['hey'],['help'],['amazing'],['game'],['day'],['security'],['workers'],['use'],['games'],['big'],['chunk'],['income'],"[""''""]",,,,,,,,,,
452,['long'],['island'],,,,,,,,,,,,,,,,,,,,,
453,['\\u2018the'],['golden'],['eternity\\u201is'],['term'],['resonated'],['years'],['ago'],['continue'],['espouse'],['today'],['happy'],['bihday'],['g\\u2026'],"[""''""]",,,,,,,,,
454,['mother'],['discharged'],['hospital'],['coming'],['home'],['today'],,,,,,,,,,,,,,,,,
455,['day'],['today'],['la'],['i\\u2019ve'],['come'],['bring'],['puppy'],['get'],,,,,,,,,,,,,,,
456,['bipaisan'],['prep'],['act'],['would'],['expand'],['medical'],['professionals\\u201access'],['vitally-needed'],['respirators'],['creat\\u2026'],"[""''""]",,,,,,,,,,,,
457,['turned'],['2today'],['i\\u2019m'],['looking'],['glow'],['pictures'],['exactly'],['year'],['apa'],,,,,,,,,,,,,,
458,['decided'],['wear'],['natural'],['hair'],['work'],['first'],['time'],['today'],['walked'],['older'],['yt'],['male'],['coworker'],['says\\u2026'],"[""''""]",,,,,,,,
459,['great'],['deal'],['mummies'],"[""''""]",,,,,,,,,,,,,,,,,,,
460,['great'],['deal'],['mummies'],,,,,,,,,,,,,,,,,,,,
461,['decided'],['wear'],['natural'],['hair'],['work'],['first'],['time'],['today'],['walked'],['older'],['yt'],['male'],['coworker'],['says\\u2026'],"[""''""]",,,,,,,,
462,['today'],['offer'],['u'],['hongjoong\\u2019s'],['bed'],['tomorrow'],['knows'],,,,,,,,,,,,,,,,
463,['look'],['long'],['fingers'],['abeg\\u2764\\u2764\\n\\nmans'],['shade'],['beautiful'],"[""''""]",,,,,,,,,,,,,,,,
464,['great'],['deal'],['mummies'],,,,,,,,,,,,,,,,,,,,
465,['healthcare'],['system'],['ain\\u2019t'],['perfect'],['jesus'],['christ'],['america'],['shitshow'],"[""''""]",,,,,,,,,,,,,,
466,['couldn\\u2019t'],['proud'],['group'],['every'],['year'],['seasons'],['come'],['end'],['sad'],,,,,,,,,,,,,,
467,['need'],['happy'],['news'],['today'],"[""'s""]",['new'],['sanctuary'],['stories'],['column'],['\\u201about'],['third-generation'],['cat\\u2026'],"[""''""]",,,,,,,,,,
468,['downtrend'],['moving'],['average'],['convergence'],['divergence'],['macd'],['histogram'],['turned'],['negative'],['view'],['odds'],['th\\u202'],,,,,,,,,,,
469,"[""n't""]",['white'],['house'],['hold'],['virus'],['briefing'],['today'],['\\n\\n\\'],"[""''""]",['americans'],['want'],['answers'],['ever'],['--'],['makes'],['wh\\u2026'],"[""''""]",,,,,,
470,['eagles'],['vs'],['seaman'],['vikings'],['today'],"[""'s""]",['high'],['school'],['girls'],['basketball'],['live'],['stream\\nmainsburg'],['bulldogs'],['vs'],['greenbrie\\u202'],,,,,,,,
471,['want'],['sta'],['today'],['wishing'],['happy'],['20th'],['bihday'],['go'],['check'],['show'],['lo\\u2026'],"[""''""]",,,,,,,,,,,
472,['great'],['deal'],['mummies'],"[""''""]",,,,,,,,,,,,,,,,,,,
473,['four'],['days'],['ago'],['called'],['global'],['day'],['prayer'],['hongkong'],['coming'],['sunday'],['1march\\n\\ni'],['hope'],['join'],,,,,,,,,,
474,['whether'],['world'],['happy'],['grim'],,,,,,,,,,,,,,,,,,,
475,['white'],['house'],['confirms'],['coronavirus'],['task'],['force'],['briefing'],['much'],['daily'],,,,,,,,,,,,,,
476,['mcleods'],['lost'],['treasured'],['member'],['family'],['today'],['feeling'],['kate'],['got'],['us'],['last'],['deca\\u202'],,,,,,,,,,,
477,['\\ud83e\\udd23\\ud83e\\udd23\\ud83d\\ude02\\ud83d\\ude02\\ud83d\\ude02\\ud83d\\ude02\\ud83d\\ude02\\ud83d\\ude0da'],['countdown'],['tho'],"[""''""]",,,,,,,,,,,,,,,,,,,
478,['creating'],['fil-ams'],['gc'],['best'],['decision'],['made'],['today'],['\\n\\ncancelling'],['classes'],['tomorrow'],['safety'],['precaution'],['best'],['de\\u2026'],"[""''""]",,,,,,,,
479,['dad'],['passed'],['away'],['last'],['year'],['may'],['today'],['would'],['mom'],['dad\\u2019s'],['20th'],['marriage'],['anniversary'],['first'],['year\\u2026'],"[""''""]",,,,,,,
480,['bawl'],['hobi'],"[""'s""]",['quirk'],['amp'],['mannerisms'],"[""'s""]",['endearing'],['everything'],['warm'],['fuzzy'],['feeling'],['inducing'],,,,,,,,,,
481,['extended'],['version'],['pa'],['time'],['punks'],['radio'],['show'],['today'],['3-7pm'],['pst'],['kxlu'],['8la'],['and\\/or\\u202'],,,,,,,,,,
482,['performance'],['50large'],['american'],['companies'],['closed'],['percent'],['--'],['biggest'],['daily'],['drop'],['since'],['the\\u202'],,,,,,,,,,,
483,['u'],['provided'],['much'],['false'],['hope'],['people'],['board'],['giving'],['luggage'],['tags'],,,,,,,,,,,,,
484,['today'],['worked'],['ed'],['alongside'],['one'],['brilliant'],['nurses'],['sad'],['hear'],['bad'],['shift'],['yesterday'],['becaus\\u2026'],"[""''""]",,,,,,,,,
485,['normally'],['would'],['say'],['may'],['quite'],['impressed'],['johnson'],['today'],['words'],['thought'],['would'],['ever'],['say'],"[""''""]",,,,,,,,,
486,['tomorrow'],['isn\\u2019t'],['promised'],['get'],['cheeks'],['clapped'],['today'],"[""''""]",,,,,,,,,,,,,,,
487,['great'],['deal'],['mummies'],"[""''""]",,,,,,,,,,,,,,,,,,,
488,['white'],['house'],['confirms'],['coronavirus'],['task'],['force'],['briefing'],['much'],['daily'],,,,,,,,,,,,,,
489,['countdown'],['\\ud83d\\ude02'],"[""''""]",,,,,,,,,,,,,,,,,,,,
490,['happy'],['bihday'],['bro'],,,,,,,,,,,,,,,,,,,,
491,['yes'],['daughters'],['catholic'],['school'],['closed'],['nyc'],['public'],['schools'],['are\\u202'],,,,,,,,,,,,,,
492,['vs'],['klamath'],['union'],['high'],['school'],['boys'],['basketball'],['live\\nwarriors'],['vs'],['pelicans\\nlive'],,,,,,,,,,,,,
493,['white'],['house'],['confirms'],['coronavirus'],['task'],['force'],['briefing'],['much'],['daily'],,,,,,,,,,,,,,
494,['pay'],['\\n'],['50billion'],['equated'],['1minute'],['blip'],['market'],['imagine'],['presidentsanders'],['wo\\u2026'],"[""''""]",,,,,,,,,,,,
495,['bipaisan'],['prep'],['act'],['would'],['expand'],['medical'],['professionals\\u201access'],['vitally-needed'],['respirators'],['creat\\u2026'],"[""''""]",,,,,,,,,,,,
496,['today'],"[""'s""]",['to-do'],['list\\u2714\\u2714\\n\\n1'],['official'],['account'],['tagging'],['\\nplease'],['write'],['letter'],['xwith'],['sentence'],['\\u2018let'],['us'],['meet'],['as\\u2026'],"[""''""]",,,,,,
497,['wan'],['na'],['see'],['good'],['sucked'],['fans'],['cock'],['today'],['go'],['see'],['diy'],['footage'],['and\\u2026'],"[""''""]",,,,,,,,,
498,['job'],['dead'],['today'],['virus'],['got'],['everyone'],['nervous'],['yesterday'],['packed'],['know'],['spor\\u202'],,,,,,,,,,,,
499,['\\u2018the'],['golden'],['eternity\\u201is'],['term'],['resonated'],['years'],['ago'],['continue'],['espouse'],['today'],['happy'],['bihday'],['g\\u2026'],"[""''""]",,,,,,,,,
500,['first'],['time'],['alarming'],['news'],['turkish'],['detention'],['centers'],,,,,,,,,,,,,,,,
501,['finally'],,,,,,,,,,,,,,,,,,,,,,
502,['said'],['she\\u2019s'],['playing'],['today'],['\\ud83d\\ude4c\\ud83c\\udffd\\ud83d\\ude02i\\u2019m'],['glad'],['background'],['work'],['pressed'],['resp\\u202'],,,,,,,,,,,,,
503,['katie'],['poer'],['represents'],['town'],['grew'],['enormously'],['proud'],['fact'],['\\n\\nif'],,,,,,,,,,,,,,
504,['good'],['day'],"[""''""]",,,,,,,,,,,,,,,,,,,,
505,['days'],['ago'],['bolsonaro'],['said'],['coronavirus'],['fears'],['\\u20today'],['top'],['aide'],['tested'],['positive'],['amp'],['got'],['tested'],['a\\u2026'],"[""''""]",,,,,,,
506,['amazing'],['mother'],,,,,,,,,,,,,,,,,,,,,
507,"[""n't""]",['usually'],['post'],['family'],['yesterday'],['non'],['verbal'],['son'],['autism'],['celebrated'],['29th'],['bihday'],['yrs'],['w\\u2026'],"[""''""]",,,,,,,,
508,['great'],['deal'],['mummies'],"[""''""]",,,,,,,,,,,,,,,,,,,
509,['must'],['watch'],['best'],['trump'],['ad'],['ever'],['\\ud83d\\udcfa\\n\\n\\'],"[""''""]",['fighter'],,,,,,,,,,,,,,
510,['sad'],"[""n't""]",['movies'],['watch'],['rn'],['\\ud83d\\ude2d\\ud83d\\ude02'],"[""''""]",,,,,,,,,,,,,,,,
511,['family'],['tigers'],['vs'],['green'],['mountain'],['rams'],['today'],"[""'s""]",['high'],['school'],['girls'],['basketball'],['live'],['stream\\ncrandon'],['cardinals'],['vs'],['a\\u202'],,,,,,
512,['top'],['ends'],['today'],['i\\u2019m'],['currently'],['6th'],['place'],['please'],['keep'],['voting'],['reposting'],['can\\u2019t'],['thank'],['guys'],['enough'],['y\\u2026'],"[""''""]",,,,,,
513,['years'],['ago'],['today'],['gain'],['released'],['fouh'],['ep'],,,,,,,,,,,,,,,,
514,['vs'],['posmouth'],['high'],['school'],['boys'],['basketball'],['live\\nraiders'],['vs'],['patriots\\nlive'],['pos\\u202'],,,,,,,,,,,,,
515,['biden'],['today'],['proposed'],['using'],['military'],['set'],['mobile'],['field'],['hospitals'],,,,,,,,,,,,,,
516,['great'],['deal'],['mummies'],"[""''""]",,,,,,,,,,,,,,,,,,,
517,['blueunity'],['pay'],['\\ud83c\\udf0a\\ud83c\\udf0a\\ud83c\\udf0a\\nlet'],"[""'s""]",['unite'],['one'],['see'],['joe'],['biden'],['white'],['house'],['time'],['next'],['year'],['\\u2026'],"[""''""]",,,,,,,
518,['says'],['anyone'],['goes'],['tested'],['coronavirus'],"[""n't""]",['pay'],['out-of-pocket'],['cdc'],['dire\\u202'],,,,,,,,,,,,,
519,['turned'],['2today'],['i\\u2019m'],['looking'],['glow'],['pictures'],['exactly'],['year'],['apa'],,,,,,,,,,,,,,
520,['time'],['apocalypse\\nby'],[],['e'],['mark\\n\\n\\u2018relevant'],['meaningful'],['201\\u201exceptionally'],['today'],['\\u201e-net'],['rev\\u202'],,,,,,,,,,,,,
521,['proud'],['worked'],['colleagues'],['amp'],['ensure'],['cost'],['barrier'],['people'],['getting\\u2026'],"[""''""]",,,,,,,,,,,,,
522,['smoke'],['good'],['weed'],['today'],['\\ud83d\\ude02\\ud83d\\ude02'],"[""''""]",,,,,,,,,,,,,,,,,
523,['bipaisan'],['prep'],['act'],['would'],['expand'],['medical'],['professionals\\u201access'],['vitally-needed'],['respirators'],['creat\\u2026'],"[""''""]",,,,,,,,,,,,
524,['pm'],['nothing'],['curveballs'],['since'],['re-elected'],['rail'],['blockades'],,,,,,,,,,,,,,,,
525,['know'],['subscribe'],['newsletter'],,,,,,,,,,,,,,,,,,,,
526,['great'],['deal'],['mummies'],"[""''""]",,,,,,,,,,,,,,,,,,,
527,['today'],"[""'s""]",['to-do'],['list\\u2714\\u2714\\n\\n1'],['official'],['account'],['tagging'],['\\nplease'],['write'],['letter'],['xwith'],['sentence'],['\\u2018let'],['us'],['meet'],['as\\u2026'],"[""''""]",,,,,,
528,['today'],['offer'],['wonho'],['performing'],['oh'],['tomorrow'],['likely'],['wonho\\n'],,,,,,,,,,,,,,,
529,['bipaisan'],['prep'],['act'],['would'],['expand'],['medical'],['professionals\\u201access'],['vitally-needed'],['respirators'],['creat\\u2026'],"[""''""]",,,,,,,,,,,,
530,['going'],['preface'],['thread'],"[""n't""]",['know'],['squat'],['going'],['tweet'],['conjecture'],['anyway'],['\\ud83e\\udd37\\ud83d\\udc8sorry'],['bout'],,,,,,,,,,,
531,['visual'],['juniors'],['showed'],['today'],['ready'],['ap'],[],['next'],['year'],['a\\u202'],,,,,,,,,,,,,
532,['decided'],['wear'],['natural'],['hair'],['work'],['first'],['time'],['today'],['walked'],['older'],['yt'],['male'],['coworker'],['says\\u2026'],"[""''""]",,,,,,,,
533,['kids'],['coming'],['today'],['\\ud83d\\ude0d'],"[""''""]",,,,,,,,,,,,,,,,,,
534,['lil'],['progress'],['mirror'],['today'],['damn'],['near'],['ran'],['workout'],['mirror'],['dancing'],['back'],,,,,,,,,,,,
535,['spos'],['administrators'],['need'],['listen'],['medical'],['advice'],,,,,,,,,,,,,,,,,
536,['illinois'],['today'],['request'],['vote'],['mail'],['ballot'],['takes'],['minutes'],,,,,,,,,,,,,,,
537,['mother'],['fuckers'],['emailing'],['bookings'],['today'],['remember'],,,,,,,,,,,,,,,,,
538,['today'],['announced'],['closure'],['schools'],['next'],['week'],['april'],['24'],['therefore'],,,,,,,,,,,,,,
539,['personal'],['news'],['share'],['today'],['sophie'],['recently'],['returned'],['speaking'],['event'],['uk'],,,,,,,,,,,,,
540,['please'],['share'],['everywhere'],['congresswoman'],['poer'],['takes'],['rights'],,,,,,,,,,,,,,,,
541,['us'],['makes'],['phone'],['calls'],['today'],,,,,,,,,,,,,,,,,,
542,['district'],['judge'],['anthony'],['trenga'],['ordered'],['thursday'],['former'],['army'],['analyst'],['chelsea'],['manning'],['immediately'],['re\\u202'],,,,,,,,,,
543,['deeply'],['disappointed'],['refusal'],['pay'],['grads'],['living'],['wage'],,,,,,,,,,,,,,,,
544,['great'],['deal'],['mummies'],"[""''""]",,,,,,,,,,,,,,,,,,,
545,['came'],['shocking'],['realization'],['today'],['hope'],['im'],['first'],,,,,,,,,,,,,,,,
546,['vs'],['cape'],['henlopen'],['high'],['school'],['girls'],['basketball'],['live\\nwarriors'],['vs'],['vikings\\nlive'],,,,,,,,,,,,,
547,['great'],['deal'],['mummies'],"[""''""]",,,,,,,,,,,,,,,,,,,
548,['katie'],['poer'],['represents'],['town'],['grew'],['enormously'],['proud'],['fact'],['\\n\\nif'],,,,,,,,,,,,,,
549,['much'],['information'],['today\\u2019s'],['time'],['one'],['see'],['one'],['dramatic'],['headline'],['people'],['tun'],['mad'],['amp'],['that\\u2019s'],['i\\u202'],,,,,,,,
550,['\\u2018the'],['golden'],['eternity\\u201is'],['term'],['resonated'],['years'],['ago'],['continue'],['espouse'],['today'],['happy'],['bihday'],['g\\u2026'],"[""''""]",,,,,,,,,
551,['biden'],['today'],['proposed'],['using'],['military'],['set'],['mobile'],['field'],['hospitals'],,,,,,,,,,,,,,
552,['tomorrow'],['isn\\u2019t'],['promised'],['get'],['cheeks'],['clapped'],['today'],"[""''""]",,,,,,,,,,,,,,,
553,['finally'],['secured'],['apament'],['today'],['i\\u2019m'],['thinking'],['perfect'],['living'],['room'],['suspension'],['rig'],"[""''""]",,,,,,,,,,,
554,['great'],['deal'],['mummies'],,,,,,,,,,,,,,,,,,,,
555,['everyone'],['came'],['pre'],['7hour'],['stream'],['today'],['im'],['gon'],['na'],['rest'],['kick'],['back'],['watch'],['ot\\u202'],,,,,,,,,
556,['thought'],['erasure'],['old'],['napkin'],['list'],['don\\u2019t'],['think'],['want'],['go'],['heavy'],['discard'],['st\\u202'],,,,,,,,,,,
557,['years'],['ago'],['today'],['gain'],['released'],['fouh'],['ep'],,,,,,,,,,,,,,,,
558,['fnc'],['gave'],['fool'],['platform'],['today'],['amp'],['put'],['message'],['try'],['scare'],['he||'],['base\\n\\n'],['said'],['th\\u2026'],"[""''""]",,,,,,,,
559,['quiz'],['time'],['took'],['photo'],['manomet'],['point'],['plymouth'],['today'],['know'],['photo'],['isn\\u2019t'],['great'],['act'],['fast'],['to\\u2026'],"[""''""]",,,,,,,
560,['push'],['ballot'],['access'],['across'],['country'],['well'],['way'],['petitioning'],['right'],['2states'],['8\\u2026'],"[""''""]",,,,,,,,,,,
561,['old'],['boss'],['stopped'],['office'],['today'],['thought'],['weird'],['pillows'],['face'],['it\\u2019s'],['th\\u2026'],"[""''""]",,,,,,,,,,,
562,['tomorrow'],['isn\\u2019t'],['promised'],['get'],['cheeks'],['clapped'],['today'],"[""''""]",,,,,,,,,,,,,,,
563,"[""'m""]",['sad'],['share'],['spring'],['events'],['cancelled'],['due'],['global'],['crisis'],['hoping'],['flattenthecurve'],['quickly'],['vu\\u2026'],"[""''""]",,,,,,,,,
564,['listen'],['enjoying'],['thirstythursday'],['\\n\\n'],['thursdaythoughts'],['\\n'],['thursdayvibes'],,,,,,,,,,,,,,,,
565,['decided'],['wear'],['natural'],['hair'],['work'],['first'],['time'],['today'],['walked'],['older'],['yt'],['male'],['coworker'],['says\\u2026'],"[""''""]",,,,,,,,
566,['must'],['watch'],['best'],['trump'],['ad'],['ever'],['\\ud83d\\udcfa\\n\\n\\'],"[""''""]",['fighter'],,,,,,,,,,,,,,
567,['great'],['deal'],['mummies'],"[""''""]",,,,,,,,,,,,,,,,,,,
568,['white'],['house'],['confirms'],['coronavirus'],['task'],['force'],['briefing'],['much'],['daily'],,,,,,,,,,,,,,
569,['great'],['sta'],['night'],['gcs'],['student'],['saadia'],['abubaker'],['winning'],['volunteer'],['year'],['gcs'],['\\ud83d\\udc4f\\ud83d\\udc4f\\ud83d\\udc4f\\ud83d\\udc4f'],,,,,,,,,,,
570,['anxiety'],['sky'],['high'],['corona'],['today'],['chest'],['pains'],,,,,,,,,,,,,,,,
571,['93'],['break'],['spanish'],['stock'],['regulator'],['cnmv'],['bans'],['sho'],['selling'],['6securities'],['spanish'],['stock'],['market'],['tomorrow'],['h\\u2026'],"[""''""]",,,,,,,
572,['personal'],['news'],['share'],['today'],['sophie'],['recently'],['returned'],['speaking'],['event'],['uk'],,,,,,,,,,,,,
573,['great'],['deal'],['mummies'],"[""''""]",,,,,,,,,,,,,,,,,,,
574,['read'],['well'],['argued'],['data-rich'],['aicle'],['realize'],['visionary'],,,,,,,,,,,,,,,,
575,['went'],['urgent'],['care'],['today'],['symptoms'],['sho'],['breath'],,,,,,,,,,,,,,,,
576,['know'],['breaks'],['hea'],['long'],['wait'],['times'],['autism'],['families'],,,,,,,,,,,,,,,
577,['ever'],['november'],['seems'],['long'],['way'],['right'],['much'],['donald'],['trump'],['screw'],['us'],"[""''""]",,,,,,,,,,,
578,['lyme'],['vs'],['east'],['hampton'],['high'],['school'],['girls'],['basketball'],['live\\nwildcats'],['vs'],['bellringers\\nlive'],,,,,,,,,,,,
579,['board'],['members'],['resigned'],['coming'],['hearing'],['today'],,,,,,,,,,,,,,,,,
580,['let'],"[""'s""]",['try'],['again\\ud83d\\ude01\\ud83d\\ude01\\ud83d\\ude0in'],['honor'],['\\u0e2b\\u0e38\\u0e48\\u0e19\\u0e2b\\u0e21\\u0e35\\u0e02\\u0e2d\\u0e07\\u0e1e\\u0e48\\u0e2d\\u0e08\\u0e4b\\u0e3for'],['4th'],['time'],['vote'],['kd2\\ud83d\\udc96\\n\\nhelp'],['spread'],['till'],['13\\/3\\/202at'],['pm\\n\\ud83d\\udd013\\u2026'],"[""''""]",,,,,,,,
